trainingEpisodes,reward,teaching,episodeLength,teachingStrategy
750,3719.3944444444433,0.0,0.0,9950.6,cbaseline_avgCertainty_false
760,3787.0333333333324,0.0,0.0,9867.166666666666,cbaseline_avgCertainty_false
770,3750.766666666666,0.0,0.0,9983.1,cbaseline_avgCertainty_false
780,3800.233333333334,0.0,0.0,10820.1,cbaseline_avgCertainty_false
790,3762.8444444444444,0.0,0.0,10133.6,cbaseline_avgCertainty_false
800,3756.777777777778,0.0,0.0,10566.3,cbaseline_avgCertainty_false
810,3744.688888888889,0.0,0.0,10453.833333333334,cbaseline_avgCertainty_false
820,3821.9555555555557,0.0,0.0,9950.933333333332,cbaseline_avgCertainty_false
830,3693.0444444444456,0.0,0.0,10458.1,cbaseline_avgCertainty_false
840,3769.0166666666655,0.0,0.0,10285.333333333334,cbaseline_avgCertainty_false
850,3818.522222222222,0.0,0.0,10498.1,cbaseline_avgCertainty_false
860,3718.2944444444443,0.0,0.0,10256.1,cbaseline_avgCertainty_false
870,3771.2111111111103,0.0,0.0,10644.866666666667,cbaseline_avgCertainty_false
880,3809.7500000000005,0.0,0.0,9964.733333333334,cbaseline_avgCertainty_false
890,3802.944444444445,0.0,0.0,9933.4,cbaseline_avgCertainty_false
900,3814.572222222222,0.0,0.0,9944.9,cbaseline_avgCertainty_false
910,3772.311111111111,0.0,0.0,9835.4,cbaseline_avgCertainty_false
920,3751.9222222222224,0.0,0.0,10478.333333333334,cbaseline_avgCertainty_false
930,3809.633333333333,0.0,0.0,10648.433333333332,cbaseline_avgCertainty_false
940,3742.672222222223,0.0,0.0,10046.733333333334,cbaseline_avgCertainty_false
950,3848.372222222222,0.0,0.0,10193.633333333333,cbaseline_avgCertainty_false
960,3769.1277777777777,0.0,0.0,9937.933333333332,cbaseline_avgCertainty_false
970,3779.9722222222217,0.0,0.0,10403.333333333334,cbaseline_avgCertainty_false
980,3788.988888888889,0.0,0.0,10437.233333333334,cbaseline_avgCertainty_false
990,3749.0222222222224,0.0,0.0,10572.2,cbaseline_avgCertainty_false
1000,3761.5888888888894,0.0,0.0,9962.0,cbaseline_avgCertainty_false
0,2605.388888888889,0.0,0.0,0.0,cbaseline_avgCertainty_true
10,2340.183333333334,962.5,5628.6,11814.6,cbaseline_avgCertainty_true
20,2381.5777777777776,37.5,238.1,8904.566666666668,cbaseline_avgCertainty_true
30,2507.0777777777776,0.0,0.0,8722.133333333333,cbaseline_avgCertainty_true
40,2577.9666666666662,0.0,0.0,9344.133333333333,cbaseline_avgCertainty_true
50,2642.8222222222225,0.0,0.0,8712.733333333334,cbaseline_avgCertainty_true
60,2659.094444444445,0.0,0.0,9396.966666666667,cbaseline_avgCertainty_true
70,2708.2055555555553,0.0,0.0,9364.3,cbaseline_avgCertainty_true
80,2749.8111111111116,0.0,0.0,9430.633333333333,cbaseline_avgCertainty_true
90,2783.4555555555553,0.0,0.0,9478.166666666666,cbaseline_avgCertainty_true
100,2934.438888888889,0.0,0.0,9534.633333333333,cbaseline_avgCertainty_true
110,2848.8666666666663,0.0,0.0,9730.3,cbaseline_avgCertainty_true
120,2958.1222222222223,0.0,0.0,9237.5,cbaseline_avgCertainty_true
130,3029.8777777777773,0.0,0.0,9748.133333333333,cbaseline_avgCertainty_true
140,3126.3666666666672,0.0,0.0,9180.333333333334,cbaseline_avgCertainty_true
150,3114.2166666666676,0.0,0.0,9967.2,cbaseline_avgCertainty_true
160,3094.777777777778,0.0,0.0,9526.6,cbaseline_avgCertainty_true
170,3201.338888888889,0.0,0.0,9749.4,cbaseline_avgCertainty_true
180,3240.277777777778,0.0,0.0,10519.033333333333,cbaseline_avgCertainty_true
190,3278.983333333333,0.0,0.0,9741.733333333334,cbaseline_avgCertainty_true
200,3289.1777777777784,0.0,0.0,10139.5,cbaseline_avgCertainty_true
210,3246.7833333333338,0.0,0.0,10431.833333333334,cbaseline_avgCertainty_true
220,3198.4277777777775,0.0,0.0,10410.333333333334,cbaseline_avgCertainty_true
230,3379.5611111111116,0.0,0.0,10584.433333333332,cbaseline_avgCertainty_true
240,3370.166666666667,0.0,0.0,10206.533333333333,cbaseline_avgCertainty_true
250,3357.366666666667,0.0,0.0,10388.166666666666,cbaseline_avgCertainty_true
260,3318.9444444444443,0.0,0.0,10238.3,cbaseline_avgCertainty_true
270,3322.211111111112,0.0,0.0,10664.066666666668,cbaseline_avgCertainty_true
280,3362.9055555555556,0.0,0.0,10340.4,cbaseline_avgCertainty_true
290,3423.3611111111113,0.0,0.0,10633.1,cbaseline_avgCertainty_true
300,3484.994444444445,0.0,0.0,10597.633333333333,cbaseline_avgCertainty_true
310,3390.005555555555,0.0,0.0,10407.666666666666,cbaseline_avgCertainty_true
320,3422.777777777778,0.0,0.0,10479.4,cbaseline_avgCertainty_true
330,3584.216666666667,0.0,0.0,10055.433333333332,cbaseline_avgCertainty_true
340,3516.650000000001,0.0,0.0,10564.833333333334,cbaseline_avgCertainty_true
350,3476.5555555555547,0.0,0.0,10312.266666666666,cbaseline_avgCertainty_true
360,3552.333333333333,0.0,0.0,10264.9,cbaseline_avgCertainty_true
370,3564.411111111111,0.0,0.0,10310.6,cbaseline_avgCertainty_true
380,3568.733333333334,0.0,0.0,9696.833333333334,cbaseline_avgCertainty_true
390,3616.533333333333,0.0,0.0,10970.6,cbaseline_avgCertainty_true
400,3555.3944444444446,0.0,0.0,10405.666666666666,cbaseline_avgCertainty_true
410,3550.7722222222224,0.0,0.0,10345.433333333332,cbaseline_avgCertainty_true
420,3602.4388888888884,0.0,0.0,10420.966666666667,cbaseline_avgCertainty_true
430,3511.7833333333338,0.0,0.0,10384.5,cbaseline_avgCertainty_true
440,3615.216666666667,0.0,0.0,10291.233333333334,cbaseline_avgCertainty_true
450,3694.433333333333,0.0,0.0,10089.366666666667,cbaseline_avgCertainty_true
460,3658.3833333333337,0.0,0.0,11081.733333333334,cbaseline_avgCertainty_true
470,3688.45,0.0,0.0,9966.666666666666,cbaseline_avgCertainty_true
480,3604.5666666666666,0.0,0.0,10340.233333333334,cbaseline_avgCertainty_true
490,3690.9000000000005,0.0,0.0,10446.866666666667,cbaseline_avgCertainty_true
500,3779.8111111111107,0.0,0.0,10619.7,cbaseline_avgCertainty_true
510,3655.227777777778,0.0,0.0,10597.566666666668,cbaseline_avgCertainty_true
520,3676.35,0.0,0.0,10435.9,cbaseline_avgCertainty_true
530,3763.177777777777,0.0,0.0,10443.9,cbaseline_avgCertainty_true
540,3709.422222222222,0.0,0.0,10569.2,cbaseline_avgCertainty_true
550,3788.8499999999995,0.0,0.0,10663.933333333332,cbaseline_avgCertainty_true
560,3710.6388888888896,0.0,0.0,10756.933333333332,cbaseline_avgCertainty_true
570,3669.53888888889,0.0,0.0,9731.866666666667,cbaseline_avgCertainty_true
580,3646.6222222222227,0.0,0.0,10108.033333333333,cbaseline_avgCertainty_true
590,3738.85,0.0,0.0,10850.5,cbaseline_avgCertainty_true
600,3802.777777777777,0.0,0.0,9972.633333333333,cbaseline_avgCertainty_true
610,3694.166666666667,0.0,0.0,10570.466666666667,cbaseline_avgCertainty_true
620,3735.1,0.0,0.0,10985.033333333333,cbaseline_avgCertainty_true
630,3763.1111111111118,0.0,0.0,10372.9,cbaseline_avgCertainty_true
640,3794.3777777777777,0.0,0.0,10738.466666666667,cbaseline_avgCertainty_true
650,3770.0388888888874,0.0,0.0,10656.7,cbaseline_avgCertainty_true
660,3812.805555555556,0.0,0.0,9986.366666666667,cbaseline_avgCertainty_true
670,3763.022222222222,0.0,0.0,10130.3,cbaseline_avgCertainty_true
680,3742.533333333334,0.0,0.0,10615.666666666666,cbaseline_avgCertainty_true
690,3721.577777777778,0.0,0.0,10194.833333333334,cbaseline_avgCertainty_true
700,3793.1499999999996,0.0,0.0,10692.833333333334,cbaseline_avgCertainty_true
710,3828.6555555555556,0.0,0.0,10218.066666666668,cbaseline_avgCertainty_true
720,3769.472222222223,0.0,0.0,10404.366666666667,cbaseline_avgCertainty_true
730,3803.41111111111,0.0,0.0,10395.8,cbaseline_avgCertainty_true
740,3712.611111111111,0.0,0.0,10272.266666666666,cbaseline_avgCertainty_true
750,3732.3388888888885,0.0,0.0,10807.1,cbaseline_avgCertainty_true
760,3746.5000000000005,0.0,0.0,10588.866666666667,cbaseline_avgCertainty_true
770,3747.861111111111,0.0,0.0,10255.2,cbaseline_avgCertainty_true
780,3839.1611111111115,0.0,0.0,10372.766666666666,cbaseline_avgCertainty_true
790,3784.1555555555556,0.0,0.0,10400.933333333332,cbaseline_avgCertainty_true
800,3799.03888888889,0.0,0.0,10471.466666666667,cbaseline_avgCertainty_true
810,3791.3333333333344,0.0,0.0,10609.633333333333,cbaseline_avgCertainty_true
820,3731.783333333333,0.0,0.0,9959.166666666666,cbaseline_avgCertainty_true
830,3808.4555555555557,0.0,0.0,10361.4,cbaseline_avgCertainty_true
840,3783.6611111111115,0.0,0.0,10444.2,cbaseline_avgCertainty_true
850,3812.0666666666666,0.0,0.0,10076.0,cbaseline_avgCertainty_true
860,3753.2222222222217,0.0,0.0,9852.5,cbaseline_avgCertainty_true
870,3791.3444444444444,0.0,0.0,10465.166666666666,cbaseline_avgCertainty_true
880,3747.0111111111105,0.0,0.0,10270.166666666666,cbaseline_avgCertainty_true
890,3713.7166666666667,0.0,0.0,10488.7,cbaseline_avgCertainty_true
900,3780.955555555556,0.0,0.0,9780.566666666668,cbaseline_avgCertainty_true
910,3781.516666666667,0.0,0.0,10423.6,cbaseline_avgCertainty_true
920,3775.8,0.0,0.0,10223.566666666668,cbaseline_avgCertainty_true
930,3711.3611111111113,0.0,0.0,9690.933333333332,cbaseline_avgCertainty_true
940,3801.700000000001,0.0,0.0,10268.866666666667,cbaseline_avgCertainty_true
950,3837.6277777777777,0.0,0.0,10732.1,cbaseline_avgCertainty_true
960,3786.2388888888895,0.0,0.0,10025.133333333333,cbaseline_avgCertainty_true
970,3770.9055555555556,0.0,0.0,10284.5,cbaseline_avgCertainty_true
980,3773.2833333333338,0.0,0.0,10024.033333333333,cbaseline_avgCertainty_true
990,3753.227777777778,0.0,0.0,10660.2,cbaseline_avgCertainty_true
1000,3608.1055555555554,0.0,0.0,10248.066666666668,cbaseline_avgCertainty_true
0,2647.8777777777777,0.0,0.0,0.0,cbaseline_importance50_false
10,2656.455555555556,1000.0,5529.333333333333,12962.366666666667,cbaseline_importance50_false
20,2622.15,0.0,0.0,9418.333333333334,cbaseline_importance50_false
30,2610.0222222222224,0.0,0.0,8713.133333333333,cbaseline_importance50_false
40,2562.2055555555557,0.0,0.0,9400.433333333332,cbaseline_importance50_false
50,2534.6888888888884,0.0,0.0,8781.433333333332,cbaseline_importance50_false
60,2658.0388888888892,0.0,0.0,8894.7,cbaseline_importance50_false
70,2604.988888888888,0.0,0.0,9129.233333333334,cbaseline_importance50_false
80,2735.1277777777786,0.0,0.0,9107.566666666668,cbaseline_importance50_false
90,2696.8999999999996,0.0,0.0,9290.566666666668,cbaseline_importance50_false
100,2690.9888888888895,0.0,0.0,9476.066666666668,cbaseline_importance50_false
110,2787.0944444444444,0.0,0.0,9087.0,cbaseline_importance50_false
120,2884.766666666666,0.0,0.0,9532.533333333333,cbaseline_importance50_false
130,2948.3055555555557,0.0,0.0,9472.4,cbaseline_importance50_false
140,3010.5,0.0,0.0,9256.933333333332,cbaseline_importance50_false
150,3068.877777777778,0.0,0.0,9197.9,cbaseline_importance50_false
160,2956.6222222222223,0.0,0.0,9578.366666666667,cbaseline_importance50_false
170,3062.088888888889,0.0,0.0,9706.266666666666,cbaseline_importance50_false
180,3113.4444444444443,0.0,0.0,9443.466666666667,cbaseline_importance50_false
190,3062.6388888888896,0.0,0.0,10361.3,cbaseline_importance50_false
200,3166.9444444444443,0.0,0.0,9599.766666666666,cbaseline_importance50_false
210,3259.8499999999995,0.0,0.0,9955.866666666667,cbaseline_importance50_false
220,3284.627777777778,0.0,0.0,9447.066666666668,cbaseline_importance50_false
230,3300.772222222222,0.0,0.0,10318.966666666667,cbaseline_importance50_false
240,3277.3,0.0,0.0,10347.033333333333,cbaseline_importance50_false
250,3301.1166666666672,0.0,0.0,9795.233333333334,cbaseline_importance50_false
260,3349.777777777778,0.0,0.0,10218.133333333333,cbaseline_importance50_false
270,3343.6277777777777,0.0,0.0,10377.4,cbaseline_importance50_false
280,3363.0,0.0,0.0,10277.066666666668,cbaseline_importance50_false
290,3439.955555555555,0.0,0.0,10305.366666666667,cbaseline_importance50_false
300,3468.733333333334,0.0,0.0,10301.233333333334,cbaseline_importance50_false
310,3361.6611111111115,0.0,0.0,9974.233333333334,cbaseline_importance50_false
320,3363.222222222222,0.0,0.0,10274.3,cbaseline_importance50_false
330,3447.0388888888897,0.0,0.0,10521.766666666666,cbaseline_importance50_false
340,3488.2666666666673,0.0,0.0,10440.133333333333,cbaseline_importance50_false
350,3471.155555555556,0.0,0.0,10496.433333333332,cbaseline_importance50_false
360,3590.994444444446,0.0,0.0,10367.2,cbaseline_importance50_false
370,3498.1500000000005,0.0,0.0,10679.633333333333,cbaseline_importance50_false
380,3534.1444444444446,0.0,0.0,10230.233333333334,cbaseline_importance50_false
390,3493.4833333333327,0.0,0.0,10488.533333333333,cbaseline_importance50_false
400,3486.8611111111113,0.0,0.0,10533.066666666668,cbaseline_importance50_false
410,3505.155555555555,0.0,0.0,10125.666666666666,cbaseline_importance50_false
420,3552.266666666667,0.0,0.0,10712.8,cbaseline_importance50_false
430,3583.9166666666665,0.0,0.0,10157.433333333332,cbaseline_importance50_false
440,3572.9666666666667,0.0,0.0,10541.366666666667,cbaseline_importance50_false
450,3651.1499999999996,0.0,0.0,10186.466666666667,cbaseline_importance50_false
460,3624.7722222222224,0.0,0.0,10889.033333333333,cbaseline_importance50_false
470,3670.561111111111,0.0,0.0,10682.366666666667,cbaseline_importance50_false
480,3599.727777777777,0.0,0.0,10551.666666666666,cbaseline_importance50_false
490,3678.4888888888886,0.0,0.0,10688.6,cbaseline_importance50_false
500,3593.127777777778,0.0,0.0,10451.833333333334,cbaseline_importance50_false
510,3723.3666666666672,0.0,0.0,10513.333333333334,cbaseline_importance50_false
520,3580.0000000000005,0.0,0.0,10283.933333333332,cbaseline_importance50_false
530,3705.3944444444455,0.0,0.0,10412.233333333334,cbaseline_importance50_false
540,3660.1611111111106,0.0,0.0,10437.066666666668,cbaseline_importance50_false
550,3717.938888888888,0.0,0.0,10535.766666666666,cbaseline_importance50_false
560,3722.750000000001,0.0,0.0,10418.233333333334,cbaseline_importance50_false
570,3700.2333333333327,0.0,0.0,9995.033333333333,cbaseline_importance50_false
580,3705.3777777777777,0.0,0.0,9529.5,cbaseline_importance50_false
590,3717.205555555556,0.0,0.0,10556.8,cbaseline_importance50_false
600,3695.138888888889,0.0,0.0,10300.166666666666,cbaseline_importance50_false
610,3779.872222222222,0.0,0.0,10435.466666666667,cbaseline_importance50_false
620,3754.5944444444444,0.0,0.0,10614.566666666668,cbaseline_importance50_false
630,3754.6555555555556,0.0,0.0,10262.966666666667,cbaseline_importance50_false
640,3752.972222222222,0.0,0.0,10506.533333333333,cbaseline_importance50_false
650,3658.038888888889,0.0,0.0,10466.866666666667,cbaseline_importance50_false
660,3713.377777777777,0.0,0.0,10069.1,cbaseline_importance50_false
670,3632.4277777777775,0.0,0.0,9996.266666666666,cbaseline_importance50_false
680,3820.738888888888,0.0,0.0,10368.3,cbaseline_importance50_false
690,3761.638888888889,0.0,0.0,10435.2,cbaseline_importance50_false
700,3748.833333333333,0.0,0.0,10111.766666666666,cbaseline_importance50_false
710,3754.505555555557,0.0,0.0,10723.633333333333,cbaseline_importance50_false
720,3768.6555555555565,0.0,0.0,10229.966666666667,cbaseline_importance50_false
730,3835.488888888889,0.0,0.0,10319.8,cbaseline_importance50_false
740,3737.1055555555554,0.0,0.0,10248.966666666667,cbaseline_importance50_false
750,3818.1999999999994,0.0,0.0,10208.033333333333,cbaseline_importance50_false
760,3781.3055555555557,0.0,0.0,10622.833333333334,cbaseline_importance50_false
770,3751.3333333333335,0.0,0.0,10203.866666666667,cbaseline_importance50_false
780,3715.155555555556,0.0,0.0,10319.466666666667,cbaseline_importance50_false
790,3751.0833333333335,0.0,0.0,10292.466666666667,cbaseline_importance50_false
800,3770.894444444444,0.0,0.0,10084.766666666666,cbaseline_importance50_false
810,3790.983333333334,0.0,0.0,10353.533333333333,cbaseline_importance50_false
820,3759.116666666667,0.0,0.0,10276.266666666666,cbaseline_importance50_false
830,3733.633333333334,0.0,0.0,10131.033333333333,cbaseline_importance50_false
840,3716.505555555556,0.0,0.0,9802.033333333333,cbaseline_importance50_false
850,3756.694444444445,0.0,0.0,10488.733333333334,cbaseline_importance50_false
860,3785.8500000000013,0.0,0.0,10783.766666666666,cbaseline_importance50_false
870,3781.838888888888,0.0,0.0,10611.566666666668,cbaseline_importance50_false
880,3783.1888888888884,0.0,0.0,10289.166666666666,cbaseline_importance50_false
890,3780.8111111111107,0.0,0.0,10370.333333333334,cbaseline_importance50_false
900,3774.355555555555,0.0,0.0,10621.666666666666,cbaseline_importance50_false
910,3754.422222222222,0.0,0.0,9796.6,cbaseline_importance50_false
920,3702.572222222223,0.0,0.0,10101.033333333333,cbaseline_importance50_false
930,3830.161111111111,0.0,0.0,10575.833333333334,cbaseline_importance50_false
940,3788.9666666666667,0.0,0.0,9942.566666666668,cbaseline_importance50_false
950,3774.7111111111103,0.0,0.0,10230.0,cbaseline_importance50_false
960,3787.5388888888897,0.0,0.0,10325.866666666667,cbaseline_importance50_false
970,3747.1166666666663,0.0,0.0,10497.466666666667,cbaseline_importance50_false
980,3727.1666666666656,0.0,0.0,10518.866666666667,cbaseline_importance50_false
990,3766.5277777777787,0.0,0.0,10316.7,cbaseline_importance50_false
1000,3768.4388888888902,0.0,0.0,10263.766666666666,cbaseline_importance50_false
0,2667.227777777778,0.0,0.0,0.0,cbaseline_importance50_true
10,2494.344444444445,996.8333333333334,5691.9,13061.466666666667,cbaseline_importance50_true
20,2570.6277777777777,3.1666666666666665,23.166666666666668,8838.333333333334,cbaseline_importance50_true
30,2552.0611111111107,0.0,0.0,8934.1,cbaseline_importance50_true
40,2593.8,0.0,0.0,9136.933333333332,cbaseline_importance50_true
50,2605.9777777777776,0.0,0.0,9105.0,cbaseline_importance50_true
60,2594.7055555555557,0.0,0.0,9039.166666666666,cbaseline_importance50_true
70,2665.866666666667,0.0,0.0,9115.2,cbaseline_importance50_true
80,2686.1944444444443,0.0,0.0,9397.333333333334,cbaseline_importance50_true
90,2651.588888888889,0.0,0.0,9509.833333333334,cbaseline_importance50_true
100,2736.827777777777,0.0,0.0,9086.7,cbaseline_importance50_true
110,2900.5388888888892,0.0,0.0,9610.6,cbaseline_importance50_true
120,2944.1166666666663,0.0,0.0,9182.633333333333,cbaseline_importance50_true
130,3057.611111111111,0.0,0.0,9545.633333333333,cbaseline_importance50_true
140,3017.9611111111108,0.0,0.0,9961.733333333334,cbaseline_importance50_true
150,3033.6555555555556,0.0,0.0,10278.133333333333,cbaseline_importance50_true
160,3100.8555555555563,0.0,0.0,9644.0,cbaseline_importance50_true
170,3115.072222222222,0.0,0.0,9931.233333333334,cbaseline_importance50_true
180,3152.722222222223,0.0,0.0,9667.233333333334,cbaseline_importance50_true
190,3179.9722222222217,0.0,0.0,9929.9,cbaseline_importance50_true
200,3190.027777777777,0.0,0.0,10037.4,cbaseline_importance50_true
210,3283.233333333334,0.0,0.0,10351.166666666666,cbaseline_importance50_true
220,3210.261111111111,0.0,0.0,10876.933333333332,cbaseline_importance50_true
230,3341.5555555555547,0.0,0.0,10214.966666666667,cbaseline_importance50_true
240,3302.3944444444455,0.0,0.0,10361.166666666666,cbaseline_importance50_true
250,3341.0277777777783,0.0,0.0,10914.0,cbaseline_importance50_true
260,3357.6777777777766,0.0,0.0,10411.633333333333,cbaseline_importance50_true
270,3470.8888888888896,0.0,0.0,10096.333333333334,cbaseline_importance50_true
280,3432.461111111111,0.0,0.0,10776.4,cbaseline_importance50_true
290,3369.5333333333333,0.0,0.0,11095.2,cbaseline_importance50_true
300,3517.1666666666656,0.0,0.0,10267.4,cbaseline_importance50_true
310,3460.7000000000003,0.0,0.0,9937.7,cbaseline_importance50_true
320,3509.7222222222217,0.0,0.0,9967.533333333333,cbaseline_importance50_true
330,3555.2944444444447,0.0,0.0,10667.9,cbaseline_importance50_true
340,3492.0,0.0,0.0,10594.466666666667,cbaseline_importance50_true
350,3538.722222222223,0.0,0.0,10175.033333333333,cbaseline_importance50_true
360,3418.2611111111114,0.0,0.0,10754.133333333333,cbaseline_importance50_true
370,3509.366666666667,0.0,0.0,10079.066666666668,cbaseline_importance50_true
380,3541.394444444445,0.0,0.0,10120.966666666667,cbaseline_importance50_true
390,3587.7166666666676,0.0,0.0,10464.433333333332,cbaseline_importance50_true
400,3546.377777777778,0.0,0.0,10841.5,cbaseline_importance50_true
410,3640.233333333333,0.0,0.0,10307.1,cbaseline_importance50_true
420,3688.505555555556,0.0,0.0,11000.833333333334,cbaseline_importance50_true
430,3571.344444444444,0.0,0.0,11042.833333333334,cbaseline_importance50_true
440,3635.1944444444453,0.0,0.0,10581.566666666668,cbaseline_importance50_true
450,3591.733333333334,0.0,0.0,10120.3,cbaseline_importance50_true
460,3632.416666666667,0.0,0.0,10740.533333333333,cbaseline_importance50_true
470,3626.1666666666665,0.0,0.0,9990.866666666667,cbaseline_importance50_true
480,3695.5,0.0,0.0,10328.9,cbaseline_importance50_true
490,3638.505555555554,0.0,0.0,10575.533333333333,cbaseline_importance50_true
500,3641.2888888888892,0.0,0.0,10433.533333333333,cbaseline_importance50_true
510,3714.9166666666665,0.0,0.0,10693.7,cbaseline_importance50_true
520,3673.244444444444,0.0,0.0,10488.8,cbaseline_importance50_true
530,3694.777777777778,0.0,0.0,10547.0,cbaseline_importance50_true
540,3669.1333333333337,0.0,0.0,9938.9,cbaseline_importance50_true
550,3701.8777777777773,0.0,0.0,10715.966666666667,cbaseline_importance50_true
560,3697.861111111111,0.0,0.0,10857.666666666666,cbaseline_importance50_true
570,3757.8944444444437,0.0,0.0,10560.3,cbaseline_importance50_true
580,3744.9777777777776,0.0,0.0,10684.833333333334,cbaseline_importance50_true
590,3773.9888888888895,0.0,0.0,10880.533333333333,cbaseline_importance50_true
600,3738.6722222222224,0.0,0.0,10528.0,cbaseline_importance50_true
610,3728.005555555557,0.0,0.0,10088.1,cbaseline_importance50_true
620,3725.661111111112,0.0,0.0,10716.533333333333,cbaseline_importance50_true
630,3710.6944444444443,0.0,0.0,10817.9,cbaseline_importance50_true
640,3766.3111111111116,0.0,0.0,10332.2,cbaseline_importance50_true
650,3742.822222222222,0.0,0.0,10474.233333333334,cbaseline_importance50_true
660,3751.727777777778,0.0,0.0,10635.233333333334,cbaseline_importance50_true
670,3734.1555555555556,0.0,0.0,10482.566666666668,cbaseline_importance50_true
680,3712.9555555555553,0.0,0.0,10430.2,cbaseline_importance50_true
690,3759.266666666667,0.0,0.0,10328.7,cbaseline_importance50_true
700,3738.238888888889,0.0,0.0,9952.6,cbaseline_importance50_true
710,3801.4444444444434,0.0,0.0,10396.6,cbaseline_importance50_true
720,3819.9944444444454,0.0,0.0,10261.6,cbaseline_importance50_true
730,3808.5277777777783,0.0,0.0,10443.3,cbaseline_importance50_true
740,3808.877777777778,0.0,0.0,10265.666666666666,cbaseline_importance50_true
750,3776.36111111111,0.0,0.0,10528.3,cbaseline_importance50_true
760,3734.344444444445,0.0,0.0,10298.666666666666,cbaseline_importance50_true
770,3736.516666666667,0.0,0.0,10226.133333333333,cbaseline_importance50_true
780,3815.65,0.0,0.0,10442.166666666666,cbaseline_importance50_true
790,3798.466666666666,0.0,0.0,10005.9,cbaseline_importance50_true
800,3737.1833333333325,0.0,0.0,9920.666666666666,cbaseline_importance50_true
810,3796.9388888888902,0.0,0.0,10762.166666666666,cbaseline_importance50_true
820,3750.8444444444444,0.0,0.0,10073.866666666667,cbaseline_importance50_true
830,3754.7611111111114,0.0,0.0,10462.733333333334,cbaseline_importance50_true
840,3808.827777777777,0.0,0.0,10350.566666666668,cbaseline_importance50_true
850,3759.9055555555556,0.0,0.0,10098.466666666667,cbaseline_importance50_true
860,3786.3388888888885,0.0,0.0,10206.8,cbaseline_importance50_true
870,3791.100000000001,0.0,0.0,9791.033333333333,cbaseline_importance50_true
880,3779.9388888888893,0.0,0.0,10175.733333333334,cbaseline_importance50_true
890,3844.427777777777,0.0,0.0,10226.966666666667,cbaseline_importance50_true
900,3744.933333333333,0.0,0.0,10217.333333333334,cbaseline_importance50_true
910,3794.811111111111,0.0,0.0,9986.2,cbaseline_importance50_true
920,3804.2,0.0,0.0,10415.966666666667,cbaseline_importance50_true
930,3728.722222222222,0.0,0.0,10600.266666666666,cbaseline_importance50_true
940,3820.338888888889,0.0,0.0,10504.366666666667,cbaseline_importance50_true
950,3731.5999999999995,0.0,0.0,10283.066666666668,cbaseline_importance50_true
960,3762.3611111111104,0.0,0.0,10330.4,cbaseline_importance50_true
970,3767.6833333333334,0.0,0.0,9893.566666666668,cbaseline_importance50_true
980,3741.0222222222224,0.0,0.0,10625.633333333333,cbaseline_importance50_true
990,3780.25,0.0,0.0,10942.066666666668,cbaseline_importance50_true
1000,3739.016666666667,0.0,0.0,10175.566666666668,cbaseline_importance50_true
0,2622.422222222222,0.0,0.0,0.0,correct100_importance50_false
10,2474.505555555555,532.1333333333333,7517.7,12584.3,correct100_importance50_false
20,2536.683333333333,415.1666666666667,6645.766666666666,12531.733333333334,correct100_importance50_false
30,2640.4777777777776,52.7,964.6333333333333,10173.2,correct100_importance50_false
40,2690.194444444445,0.0,0.0,9371.2,correct100_importance50_false
50,2748.494444444444,0.0,0.0,8853.4,correct100_importance50_false
60,2750.3611111111104,0.0,0.0,9519.133333333333,correct100_importance50_false
70,2767.6388888888887,0.0,0.0,8899.733333333334,correct100_importance50_false
80,2844.5277777777787,0.0,0.0,9250.766666666666,correct100_importance50_false
90,2903.877777777778,0.0,0.0,9428.133333333333,correct100_importance50_false
100,2893.3777777777777,0.0,0.0,9752.166666666666,correct100_importance50_false
110,3075.45,0.0,0.0,9429.6,correct100_importance50_false
120,2971.827777777777,0.0,0.0,9728.133333333333,correct100_importance50_false
130,3007.8555555555563,0.0,0.0,10246.466666666667,correct100_importance50_false
140,3167.138888888889,0.0,0.0,9396.4,correct100_importance50_false
150,3103.25,0.0,0.0,10588.466666666667,correct100_importance50_false
160,3160.0388888888897,0.0,0.0,10057.166666666666,correct100_importance50_false
170,3140.7888888888892,0.0,0.0,10264.5,correct100_importance50_false
180,3242.6166666666672,0.0,0.0,10294.366666666667,correct100_importance50_false
190,3282.600000000001,0.0,0.0,10071.433333333332,correct100_importance50_false
200,3326.5444444444447,0.0,0.0,10238.3,correct100_importance50_false
210,3382.1444444444437,0.0,0.0,10969.5,correct100_importance50_false
220,3363.788888888888,0.0,0.0,10177.733333333334,correct100_importance50_false
230,3341.5333333333338,0.0,0.0,10040.166666666666,correct100_importance50_false
240,3410.288888888889,0.0,0.0,10310.633333333333,correct100_importance50_false
250,3366.6000000000004,0.0,0.0,10370.633333333333,correct100_importance50_false
260,3411.2,0.0,0.0,9815.066666666668,correct100_importance50_false
270,3394.8,0.0,0.0,10724.266666666666,correct100_importance50_false
280,3470.9666666666662,0.0,0.0,10253.366666666667,correct100_importance50_false
290,3441.2166666666662,0.0,0.0,10368.566666666668,correct100_importance50_false
300,3513.8388888888894,0.0,0.0,10507.633333333333,correct100_importance50_false
310,3564.977777777778,0.0,0.0,10863.6,correct100_importance50_false
320,3432.0666666666666,0.0,0.0,10092.2,correct100_importance50_false
330,3469.2944444444447,0.0,0.0,10450.366666666667,correct100_importance50_false
340,3554.1833333333343,0.0,0.0,10420.766666666666,correct100_importance50_false
