trainingEpisodes,reward,teaching,attention,episodeLength,sumTeaching,sumAttention,sumEpisodeLength,teachingStrategy
0,2219.277777777778,0.0,0.0,0.0,0.0,0.0,0.0,correct200_uncertaintyThreshold10_true
10,2245.3277777777776,3.2,991.0333333333333,9529.366666666667,3.2,991.0333333333333,9529.366666666667,correct200_uncertaintyThreshold10_true
20,2274.0333333333333,3.466666666666667,762.1333333333333,8523.566666666668,6.666666666666667,1753.1666666666665,18052.933333333334,correct200_uncertaintyThreshold10_true
30,2286.3666666666663,3.533333333333333,802.1666666666666,8733.266666666666,10.2,2555.333333333333,26786.2,correct200_uncertaintyThreshold10_true
40,2344.2666666666673,2.3333333333333335,729.0,8603.166666666666,12.533333333333333,3284.333333333333,35389.36666666667,correct200_uncertaintyThreshold10_true
50,2365.533333333333,3.6666666666666665,805.5333333333333,9102.233333333334,16.2,4089.8666666666663,44491.600000000006,correct200_uncertaintyThreshold10_true
60,2354.2111111111108,2.433333333333333,733.3,8560.433333333332,18.633333333333333,4823.166666666666,53052.03333333334,correct200_uncertaintyThreshold10_true
70,2399.8722222222223,4.366666666666666,791.8333333333334,9118.566666666668,23.0,5614.999999999999,62170.600000000006,correct200_uncertaintyThreshold10_true
80,2392.2388888888886,4.266666666666667,772.1666666666666,8889.2,27.266666666666666,6387.166666666666,71059.8,correct200_uncertaintyThreshold10_true
90,2453.8500000000004,2.2666666666666666,775.7,9076.733333333334,29.53333333333333,7162.866666666666,80136.53333333334,correct200_uncertaintyThreshold10_true
100,2538.3000000000006,3.3333333333333335,801.3666666666667,9308.9,32.86666666666667,7964.233333333333,89445.43333333333,correct200_uncertaintyThreshold10_true
110,2529.905555555555,3.2666666666666666,717.8666666666667,9162.266666666666,36.13333333333333,8682.099999999999,98607.7,correct200_uncertaintyThreshold10_true
120,2466.8277777777776,4.1,749.3,9223.166666666666,40.233333333333334,9431.399999999998,107830.86666666667,correct200_uncertaintyThreshold10_true
130,2546.3333333333335,2.7333333333333334,697.9666666666667,8962.2,42.96666666666667,10129.366666666665,116793.06666666667,correct200_uncertaintyThreshold10_true
140,2541.433333333333,2.9,683.8,8721.733333333334,45.86666666666667,10813.166666666664,125514.8,correct200_uncertaintyThreshold10_true
